Car_Body,Car_Name,Year,Engine,Transmission,Fueltype,Mileage,Price
Hatchback,Alto,2018,660,Automatic,Petrol,15500,2800000
Hatchback,Mira,2021,660,Automatic,Petrol,36000,3700000
Sedan,A5,2018,1400,Automatic,Petrol,20000,15500000
Crossover,Vezel,2019,1500,Automatic,Hybrid,27700,8900000
Hatchback,Vitz,2018,996,Automatic,Petrol,61000,4200000
Hatchback,Vitz,2015,1000,Automatic,Petrol,157000,3050000
Hatchback,Cast,2017,660,Automatic,Petrol,33500,3050000
Crossover,C-HR,2017,1800,Automatic,Hybrid,100000,7950000
Crossover,Glory,2021,1498,Automatic,Petrol,62000,5650000
Hatchback,Mira,2020,660,Automatic,Petrol,40000,3750000
Hatchback,Aqua,2018,1500,Automatic,Hybrid,45000,7800000
Sedan,Cerato,2018,1600,Automatic,Petrol,41500,6700000
Sedan,Corolla,2021,1800,Automatic,Petrol,20300,6650000
Hatchback,Wagon,2015,660,Automatic,Petrol,100000,2550000
Double Cabin,D-Max,2018,2999,Automatic,Diesel,72000,8300000
Crossover,C-HR,2017,1800,Automatic,Hybrid,98000,8700000
Micro Van,Every,2015,660,Automatic,Petrol,100000,1570000
Micro Van,Every,2019,660,Manual,Petrol,89000,1650000
Micro Van,Every,2017,660,Automatic,Petrol,174000,2270000
Hatchback,Vitz,2019,1000,Automatic,Petrol,30000,4400000
Hatchback,Alto,2015,660,Automatic,Petrol,105000,2490000
Hatchback,Passo,2017,1000,Automatic,Petrol,55000,3500000
Sedan,Insight,2018,1500,Automatic,Hybrid,11000,10500000
Crossover,X1,2018,1500,Automatic,Petrol,85008,9400000
SUV,Fortuner,2022,2700,Automatic,Petrol,1900,15800000
Hatchback,Cast,2017,660,Automatic,Petrol,55000,3000000
Crossover,Vezel,2021,1496,Automatic,Hybrid,14500,14500000
Hatchback,Alto,2018,660,Automatic,Petrol,17400,3250000
Hatchback,Vitz,2018,996,Automatic,Petrol,59000,4200000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,117,4500000
Hatchback,Passo,2015,1000,Automatic,Petrol,92000,3200000
Hatchback,Passo,2018,1000,Automatic,Petrol,68000,3960000
Mini Van,Hijet,2018,660,Manual,Petrol,130000,2700000
Crossover,Raize,2019,996,Automatic,Petrol,41000,6250000
Crossover,HS,2021,1500,Automatic,Petrol,30050,6750000
Crossover,HS,2022,1500,Automatic,Petrol,10000,8500000
Micro Van,Every,2018,660,Automatic,Petrol,94000,2550000
SUV,LX,2017,5700,Automatic,Petrol,21000,74000000
Crossover,Vezel,2018,1500,Automatic,Hybrid,26000,8570000
Van,Sienta,2016,1500,Automatic,Hybrid,85000,5800000
Crossover,C-HR,2017,1800,Automatic,Hybrid,54000,8300000
Hatchback,Wagon,2021,660,Automatic,Hybrid,27000,4100000
SUV,Sportage,2022,2000,Automatic,Petrol,7700,8050000
Crossover,Vezel,2016,1500,Automatic,Hybrid,55000,6200000
Hatchback,Vitz,2018,1000,Automatic,Petrol,60000,4100000
Hatchback,Dayz,2017,660,Automatic,Petrol,34500,3375000
MPV,Freed,2016,1500,Automatic,Petrol,66000,5050000
SUV,X70,2021,1500,Automatic,Petrol,46000,7050000
Pick Up,Mega,2019,1500,Manual,Petrol,55000,2450000
Hatchback,Wagon,2020,1000,Automatic,Petrol,29000,2850000
Crossover,Vezel,2015,1500,Automatic,Hybrid,85000,5650000
SUV,Tucson,2021,1999,Automatic,Petrol,35000,8275000
Compact SUV,Sorento,2021,2359,Automatic,Petrol,28000,9900000
Hatchback,Vitz,2018,996,Automatic,Petrol,58000,4300000
Crossover,HS,2022,1490,Automatic,Hybrid,40000,14000000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,195000,4285000
Hatchback,Wagon,2019,660,Automatic,Hybrid,26000,3600000
Hatchback,Vitz,2018,996,Automatic,Petrol,50000,4450000
Hatchback,Note,2018,1198,Automatic,Hybrid,66000,5200000
Hatchback,Move,2020,660,Automatic,Petrol,26000,3650000
Hatchback,Cast,2019,660,Automatic,Petrol,71425,3400000
MPV,Freed,2015,1500,Automatic,Hybrid,135000,4000000
Hatchback,Note,2017,1198,Automatic,Hybrid,36000,4600000
Hatchback,Wagon,2019,660,Automatic,Hybrid,8800,4500000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,125000,4800000
SUV,Land,2016,4600,Automatic,Petrol,55000,38500000
Hatchback,N,2017,660,Automatic,Petrol,90000,2870000
Hatchback,Mira,2018,660,Automatic,Petrol,22000,3400000
Hatchback,N,2018,660,Automatic,Petrol,20000,2950000
Hatchback,Fit,2018,1500,Automatic,Hybrid,40000,5700000
Hatchback,N,2020,660,Automatic,Petrol,34000,3745000
Crossover,HS,2022,1500,Automatic,Petrol,14000,7500000
Hatchback,Wagon,2015,660,Automatic,Petrol,80000,2600000
Crossover,Vezel,2016,1500,Automatic,Hybrid,65300,6300000
Crossover,Vezel,2016,1500,Automatic,Hybrid,55000,6400000
Sedan,Prius,2015,1800,Automatic,Petrol,88000,5500000
Hatchback,Passo,2017,1000,Automatic,Petrol,83000,3700000
Hatchback,Vitz,2015,1000,Automatic,Petrol,54000,3500000
Micro Van,Every,2016,660,Automatic,Petrol,120000,2300000
Hatchback,Cast,2017,660,Automatic,Petrol,43000,3200000
Hatchback,Passo,2021,1000,Automatic,Petrol,5000,4350000
Hatchback,Passo,2016,1000,Automatic,Petrol,89000,3200000
Hatchback,Picanto,2021,998,Automatic,Petrol,35000,3200000
Crossover,Vezel,2018,1500,Automatic,Petrol,41000,8900000
Sedan,Corolla,2017,1500,Automatic,Petrol,100000,6500000
Hatchback,Mira,2020,660,Automatic,Petrol,8570,3800000
Hatchback,Vitz,2016,1000,Automatic,Petrol,106845,3400000
Hatchback,Passo,2021,996,Automatic,Petrol,36000,3750000
Hatchback,V2,2018,1300,Manual,Petrol,82000,1440000
SUV,Hilux,2017,2400,Automatic,Diesel,34000,15000000
Hatchback,Passo,2017,1000,Automatic,Petrol,52000,3850000
SUV,X70,2022,1500,Automatic,Petrol,54000,8500000
SUV,Prado,2018,2700,Automatic,Petrol,52000,33500000
Micro Van,Every,2017,660,Automatic,Petrol,65000,3550000
Hatchback,Move,2015,660,Automatic,Petrol,140000,2800000
Hatchback,Vitz,2015,1000,Automatic,Petrol,64768,3570000
Hatchback,Alto,2018,660,Automatic,Petrol,55000,3000000
Crossover,Xbee,2019,1000,Automatic,Hybrid,37500,4900000
Hatchback,Swift,2018,1000,Automatic,Petrol,12350,4900000
Hatchback,Hustler,2020,660,Automatic,Petrol,45000,4000000
Hatchback,Civic,2018,1000,Manual,Petrol,35000,5200000
Sedan,Corolla,2016,1798,Automatic,Petrol,65000,4650000
Micro Van,Every,2015,660,Automatic,Petrol,85,1950000
Mini Van,Karvaan,2021,999,Manual,Petrol,40488,2450000
SUV,Prado,2018,2700,Automatic,Petrol,71000,17000000
Hatchback,Move,2016,660,Automatic,Petrol,90000,3075000
Van,Hiace,2016,2700,Manual,Petrol,150000,4800000
Hatchback,Boon,2018,996,Automatic,Petrol,57000,4000000
Crossover,Vezel,2018,1500,Automatic,Hybrid,115000,7900000
Hatchback,Mira,2020,660,Automatic,Petrol,16000,3825000
Crossover,Vezel,2015,1500,Automatic,Hybrid,182000,4895000
Crossover,C-HR,2016,1800,Automatic,Hybrid,80000,8000000
Hatchback,Mira,2021,660,Automatic,Petrol,3000,3850000
Sedan,Civic,2018,1800,Automatic,Petrol,90000,5650000
Hatchback,Note,2019,1198,Automatic,Hybrid,27000,4800000
MPV,Tank,2019,1000,Automatic,Petrol,39000,4200000
Micro Van,Every,2016,660,Automatic,Petrol,80000,2550000
Sedan,Alsvin,2022,1500,Automatic,Petrol,30000,4100000
Hatchback,Alto,2021,660,Manual,Petrol,15000,2700000
Sedan,Benz,2020,3000,Automatic,Hybrid,8000,20000000
Hatchback,Tanto,2015,660,Automatic,Petrol,90000,2250000
Micro Van,Every,2018,660,Automatic,Petrol,85000,2580000
Hatchback,N,2017,660,Automatic,Petrol,56000,3350000
Hatchback,Dayz,2018,660,Automatic,Petrol,78000,2800000
Hatchback,Ek,2019,660,Automatic,Petrol,28000,3450000
Station Wagon,Corolla,2015,1500,Automatic,Petrol,120000,4300000
Crossover,X1,2017,1500,Automatic,Petrol,147000,7000000
Hatchback,Vitz,2016,1000,Automatic,Petrol,97000,3400000
Hatchback,Alto,2021,660,Manual,Petrol,19000,2230000
Hatchback,Aqua,2015,1500,Automatic,Hybrid,104500,4295000
Hatchback,Dayz,2015,660,Automatic,Petrol,65000,2175000
Crossover,Vezel,2018,1500,Automatic,Petrol,10000,9500000
Crossover,Vezel,2017,1500,Automatic,Hybrid,23000,7300000
Van,Hiace,2017,2700,Automatic,Petrol,150000,8000000
Crossover,HS,2021,1500,Automatic,Petrol,44000,7200000
Crossover,Glory,2022,1498,Automatic,Petrol,23000,6550000
Crossover,Glory,2022,1498,Automatic,Petrol,21500,6000000
Hatchback,Mira,2018,660,Automatic,Petrol,4907,3575000
Sedan,Prius,2018,1800,Automatic,Hybrid,85000,8700000
Crossover,HS,2021,1490,Automatic,Petrol,20000,7050000
Hatchback,Note,2017,1198,Automatic,Hybrid,80000,4500000
Hatchback,Dayz,2018,660,Automatic,Petrol,85000,3050000
Compact hatchback,Ignis,2016,1200,Automatic,Petrol,25000,4000000
Hatchback,Wagon,2016,660,Automatic,Petrol,140000,1995000
Hatchback,Vitz,2015,1000,Automatic,Petrol,200000,2450000
Hatchback,Alto,2020,660,Manual,Petrol,73000,2200000
Double Cabin,F,2016,3496,Automatic,Petrol,38000,22000000
Sedan,Civic,2021,1800,Automatic,Petrol,8500,7600000
Hatchback,Alto,2015,660,Automatic,Petrol,137000,2250000
Hatchback,Move,2015,660,Automatic,Petrol,95000,3080000
SUV,Land,2016,4600,Automatic,Petrol,78000,43000000
Crossover,C-HR,2017,1797,Automatic,Hybrid,85000,9200000
Hatchback,Mira,2017,660,Automatic,Petrol,60000,2900000
Mini Van,Hijet,2017,660,Automatic,Petrol,183258,2600000
Crossover,C-HR,2017,1800,Automatic,Hybrid,46000,9500000
Crossover,C-HR,2017,1800,Automatic,Hybrid,90000,8200000
SUV,Land,2017,4600,Automatic,Petrol,42000,48000000
Sedan,Camry,2015,2500,Automatic,Petrol,72500,11700000
SUV,LX,2017,5700,Automatic,Petrol,25000,74500000
Crossover,HS,2021,1500,Automatic,Petrol,63947,7250000
MPV,Grand,2020,3342,Automatic,Petrol,55000,9500000
Mini Van,Flair,2020,660,Automatic,Petrol,54000,4250000
Hatchback,Vitz,2017,996,Automatic,Petrol,100000,3850000
Crossover,C-HR,2017,1800,Automatic,Hybrid,95000,8750000
Hatchback,Dayz,2017,660,Automatic,Petrol,59882,2600000
Crossover,C-HR,2018,1800,Automatic,Hybrid,84000,8800000
Micro Van,Every,2017,660,Automatic,Petrol,118000,2299000
Sedan,Corolla,2022,1598,Automatic,Petrol,22000,7400000
Sedan,Alsvin,2021,1500,Automatic,Petrol,34236,4075000
Hatchback,Alto,2018,660,Automatic,Petrol,50000,2950000
Hatchback,Cast,2018,660,Automatic,Petrol,53000,3200000
Crossover,HS,2021,1500,Automatic,Petrol,20000,8000000
Hatchback,Vitz,2016,1000,Automatic,Petrol,98000,2900000
Hatchback,Dayz,2019,660,Automatic,Hybrid,23000,3700000
Hatchback,Picanto,2021,998,Automatic,Petrol,14900,3190000
Crossover,C-HR,2017,1800,Automatic,Hybrid,82151,7900000
Crossover,Raize,2020,1000,Automatic,Petrol,29000,6200000
Sedan,A6,2016,1800,Automatic,Petrol,35000,15000000
Mini Van,Hijet,2018,660,Automatic,Petrol,213,2400000
Sedan,City,2018,1500,Automatic,Petrol,85000,3850000
Micro Van,Every,2018,660,Automatic,Petrol,165000,2650000
Sedan,Corolla,2019,1300,Manual,Petrol,120000,3650000
Pick Up,X200,2018,2800,Manual,Diesel,120855,3000000
Crossover,Vezel,2015,1500,Automatic,Petrol,100000,5700000
Sedan,City,2021,1300,Automatic,Petrol,90000,3975000
SUV,Sportage,2019,2000,Automatic,Petrol,44300,7310000
Van,Bolan,2021,800,Manual,Petrol,25000,1670000
Hatchback,Passo,2015,1000,Automatic,Petrol,125000,3100000
SUV,BJ40,2022,1981,Automatic,Petrol,12000,10300000
Sedan,A3,2015,1200,Automatic,Petrol,88500,6590000
Crossover,Vezel,2018,1500,Automatic,Hybrid,140000,7950000
Hatchback,Passo,2016,1000,Automatic,Petrol,71000,3150000
Mini Van,Hijet,2015,660,Manual,Petrol,185000,1215000
Crossover,HS,2021,1500,Automatic,Petrol,26000,7000000
Station Wagon,Corolla,2017,1500,Automatic,Hybrid,96500,6450000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,89000,5900000
Crossover,Vezel,2015,1500,Automatic,Hybrid,150000,4730000
Hatchback,Passo,2015,1000,Automatic,Petrol,70000,2800000
Hatchback,Passo,2016,1000,Automatic,Petrol,104000,3250000
Hatchback,Carol,2017,660,Automatic,Petrol,117000,2125000
Crossover,Vezel,2016,1500,Automatic,Petrol,151000,5800000
Hatchback,N,2018,660,Automatic,Petrol,37900,3100000
Mini Van,Hijet,2016,660,Automatic,Petrol,152394,1500000
Micro Van,Every,2018,660,Automatic,Petrol,46000,2675000
Hatchback,Move,2015,660,Automatic,Petrol,95000,2970000
Hatchback,Dayz,2020,660,Automatic,Hybrid,35000,3945000
Hatchback,Vitz,2018,996,Automatic,Petrol,82000,3580000
Hatchback,Vitz,2016,1000,Automatic,Petrol,77000,3400000
Hatchback,N,2016,660,Automatic,Petrol,47850,2570000
Sedan,Saga,2022,1300,Automatic,Petrol,52000,3150000
Hatchback,Picanto,2021,1000,Automatic,Petrol,35000,3100000
MPV,BR-V,2020,1500,Automatic,Petrol,25000,5010000
Hatchback,Vitz,2016,1000,Automatic,Petrol,91000,3280000
Hatchback,Vitz,2018,996,Automatic,Petrol,64000,4200000
Sedan,A6,2016,1800,Automatic,Petrol,25000,18500000
Mini Van,Sambar,2015,660,Automatic,Petrol,114000,2000000
Hatchback,Passo,2015,1000,Automatic,Petrol,67000,3215000
Hatchback,Move,2017,660,Automatic,Petrol,146000,1750000
Hatchback,Aqua,2016,1500,Automatic,Hybrid,79000,5000000
Hatchback,Vitz,2015,1000,Automatic,Petrol,66200,3100000
Van,Sienta,2017,1500,Automatic,Petrol,84475,6350000
Hatchback,Picanto,2021,1000,Automatic,Petrol,17000,3300000
Double Cabin,F,2018,5000,Automatic,Petrol,69000,21800000
Hatchback,Passo,2015,1000,Automatic,Petrol,170000,2600000
Hatchback,Passo,2015,1000,Automatic,Petrol,98400,3050000
SUV,Land,2015,4600,Automatic,Petrol,46000,34500000
Sedan,Corolla,2021,1598,Automatic,Petrol,4500,6100000
Hatchback,Alto,2018,660,Automatic,Petrol,60707,3000000
Mini Van,Vamos,2018,660,Automatic,Petrol,130000,1850000
Sedan,City,2020,1300,Manual,Petrol,32000,3900000
Crossover,HS,2021,1500,Automatic,Petrol,85000,7200000
Crossover,Vezel,2017,1500,Automatic,Petrol,84000,7300000
Hatchback,Note,2016,1198,Automatic,Hybrid,80000,4100000
Compact SUV,ZS,2021,1500,Automatic,Petrol,24000,5625000
Micro Van,Every,2017,660,Automatic,Petrol,70000,2500000
Micro Van,Every,2019,660,Automatic,Petrol,37000,2500000
Sedan,Civic,2016,1800,Automatic,Petrol,90000,5500000
Crossover,Vezel,2015,1500,Automatic,Hybrid,108500,5500000
Sedan,Gen,2017,1500,Manual,Petrol,98000,1650000
Crossover,Vezel,2018,1500,Automatic,Hybrid,84000,7700000
Hatchback,Vitz,2018,996,Automatic,Petrol,27500,4350000
Sedan,Grace,2015,1500,Automatic,Petrol,86000,4350000
Hatchback,Wagon,2015,660,Automatic,Petrol,80000,2665000
Hatchback,Alto,2016,660,Automatic,Petrol,140000,2700000
Crossover,Vezel,2016,1500,Automatic,Hybrid,91000,5100000
Hatchback,Vitz,2017,996,Automatic,Petrol,93000,3890000
SUV,Sportage,2022,1999,Automatic,Petrol,27000,7900000
Mini Van,Hijet,2017,660,Automatic,Petrol,87000,2450000
Sedan,Corolla,2019,1300,Automatic,Petrol,45000,4250000
Sedan,A4,2017,1400,Automatic,Petrol,120000,10500000
Sedan,Alsvin,2021,1300,Manual,Petrol,44000,3800000
Crossover,Vezel,2017,1500,Automatic,Hybrid,77500,7100000
SUV,Prado,2016,2700,Automatic,Petrol,80000,24500000
Hatchback,Picanto,2020,998,Manual,Petrol,100000,2700000
Crossover,Vezel,2016,1500,Automatic,Hybrid,90000,5750000
Hatchback,Move,2020,660,Automatic,Petrol,66000,3650000
SUV,Vitara,2017,1600,Automatic,Petrol,14500,7000000
Hatchback,Stella,2015,660,Automatic,Petrol,145000,2290000
Hatchback,Vitz,2018,1000,Automatic,Petrol,27100,4050000
Hatchback,Mehran,2017,796,Manual,Petrol,54213,1100000
Crossover,HS,2021,1500,Automatic,Petrol,3900,8500000
Hatchback,Passo,2015,1000,Automatic,Petrol,99000,2800000
Hatchback,Spike,2016,1500,Automatic,Petrol,100000,4800000
Sedan,Sonata,2022,1999,Automatic,Petrol,13000,11500000
Hatchback,Civic,2021,998,Manual,Petrol,2760,8800000
Hatchback,Carol,2015,660,Automatic,Petrol,71000,2150000
Sedan,Corolla,2020,1800,Automatic,Petrol,45000,6100000
Hatchback,Alto,2018,660,Automatic,Petrol,50000,3250000
Hatchback,Move,2016,660,Automatic,Petrol,72000,2775000
Hatchback,Aqua,2016,1500,Automatic,Hybrid,99000,4100000
Crossover,Vezel,2015,1500,Automatic,Hybrid,105000,5800000
Hatchback,Aqua,2017,1500,Automatic,Hybrid,150000,4000000
Mini Van,Hijet,2015,660,Manual,Petrol,72000,1190000
Crossover,Vezel,2016,1500,Automatic,Hybrid,130000,6800000
Crossover,HS,2021,1500,Automatic,Petrol,32000,7450000
SUV,Land,2016,4608,Automatic,Petrol,43000,38000000
SUV,Land,2018,4608,Automatic,Petrol,12000,46300000
Hatchback,Prius,2017,1800,Automatic,Hybrid,46500,10500000
Crossover,HS,2021,1500,Automatic,Petrol,63000,6950000
Sedan,Corolla,2017,1500,Automatic,Hybrid,73000,6600000
Sedan,Grace,2015,1500,Automatic,Petrol,96000,5300000
Micro Van,Every,2019,660,Automatic,Petrol,156000,2775000
Crossover,Vezel,2015,1500,Automatic,Petrol,99095,5200000
Hatchback,Wagon,2019,660,Automatic,Hybrid,55000,3650000
Hatchback,Mira,2019,660,Automatic,Petrol,110000,2650000
Sedan,Corolla,2018,1500,Automatic,Petrol,127000,7580000
Sedan,Prius,2019,1800,Automatic,Hybrid,41000,11500000
Hatchback,Mira,2016,660,Automatic,Petrol,85000,2200000
Hatchback,Vitz,2019,996,Automatic,Petrol,45000,4350000
Hatchback,Alto,2022,660,Manual,Petrol,20500,2620000
Hatchback,Minica,2016,660,Automatic,Petrol,36000,2375000
Hatchback,Vitz,2019,1000,Automatic,Petrol,40000,3995000
Crossover,HS,2022,1500,Automatic,Petrol,30000,8200000
Hatchback,Wagon,2016,660,Automatic,Petrol,46000,2450000
Hatchback,Wagon,2018,660,Automatic,Hybrid,45000,3150000
Hatchback,Passo,2019,1000,Automatic,Petrol,17000,4300000
Hatchback,Vitz,2019,1000,Automatic,Petrol,42000,4250000
Hatchback,Wagon,2018,660,Automatic,Hybrid,28900,3430000
Hatchback,Dayz,2022,660,Automatic,Hybrid,30000,3650000
Sedan,Benz,2017,1500,Automatic,Petrol,37000,19600000
Sedan,Corolla,2018,1300,Manual,Petrol,130,3950000
SUV,Prado,2017,2700,Automatic,Petrol,61623,24000000
Hatchback,Alto,2015,660,Automatic,Petrol,122000,2650000
Sedan,Corolla,2020,1798,Automatic,Petrol,44000,6000000
MPV,Prius,2016,1800,Automatic,Petrol,10,5200000
Hatchback,Wagon,2018,660,Automatic,Hybrid,49000,2800000
SUV,Sportage,2019,2000,Automatic,Petrol,66000,6100000
Hatchback,Vitz,2018,996,Automatic,Petrol,80000,3950000
Hatchback,Vitz,2017,1000,Automatic,Petrol,66000,3800000
Hatchback,Note,2018,1198,Automatic,Petrol,55000,4000000
Hatchback,Passo,2016,996,Automatic,Petrol,29000,3575000
Hatchback,Alto,2020,660,Automatic,Petrol,20400,3550000
Hatchback,Passo,2016,1000,Automatic,Petrol,79872,3325000
Sedan,A5,2019,1984,Automatic,Petrol,36000,17600000
Hatchback,Mira,2020,660,Automatic,Petrol,4000,3350000
Hatchback,Jade,2018,1496,Automatic,Hybrid,50000,7000000
Sedan,Saga,2021,1299,Automatic,Petrol,8800,3500000
Hatchback,Mira,2020,660,Automatic,Petrol,25350,3700000
Hatchback,Note,2019,1198,Automatic,Hybrid,12000,5000000
Hatchback,Mira,2018,660,Automatic,Petrol,54000,3240000
Hatchback,Vitz,2017,1000,Automatic,Petrol,136000,3850000
Hatchback,Alto,2016,660,Automatic,Petrol,149000,2890000
Crossover,Vezel,2015,1500,Automatic,Hybrid,130000,6200000
Mini Van,Hijet,2017,660,Automatic,Petrol,2558,1380000
Hatchback,Mira,2018,660,Automatic,Petrol,67000,3050000
Pick Up,Ravi,2016,800,Manual,Petrol,40000,1200000
SUV,X70,2022,1500,Automatic,Petrol,6333,8500000
Sedan,Ciaz,2018,1400,Automatic,Petrol,112000,3250000
Crossover,Vezel,2017,1500,Automatic,Hybrid,61000,7200000
Crossover,Glory,2022,1498,Automatic,Petrol,8500,7500000
Crossover,Vezel,2021,1500,Automatic,Hybrid,18750,14000000
Mini Van,Hijet,2018,660,Automatic,Petrol,180000,2520000
Hatchback,Passo,2018,1000,Automatic,Petrol,68000,4000000
Hatchback,Vitz,2017,996,Automatic,Petrol,58000,4200000
Mini Van,Hijet,2016,660,Automatic,Petrol,69000,2500000
Crossover,Vezel,2021,1500,Automatic,Hybrid,21000,14700000
Sedan,Corolla,2021,1798,Automatic,Petrol,29500,7450000
Crossover,HS,2021,1500,Automatic,Petrol,29000,7250000
Hatchback,Move,2015,660,Automatic,Petrol,106000,2863000
Crossover,C-HR,2018,1800,Automatic,Hybrid,40000,8700000
Micro Van,Every,2019,660,Automatic,Petrol,50000,2790000
Crossover,Raize,2020,1000,Automatic,Petrol,50200,7150000
Hatchback,Move,2018,660,Automatic,Petrol,78000,3250000
Hatchback,Move,2020,660,Automatic,Petrol,68000,3130000
SUV,Land,2018,4600,Automatic,Petrol,17000,53700000
Hatchback,Mira,2020,660,Automatic,Petrol,34000,3400000
Micro Van,Every,2019,660,Automatic,Petrol,178000,2775000
Sedan,City,2016,1300,Manual,Petrol,105000,2850000
Hatchback,Alto,2016,660,Automatic,Petrol,74000,2650000
Hatchback,Vitz,2018,1000,Automatic,Petrol,107000,4160000
SUV,Prado,2017,2700,Automatic,Petrol,56000,24900000
Hatchback,Vitz,2018,996,Automatic,Petrol,65000,3850000
Hatchback,Passo,2019,1000,Automatic,Petrol,28000,4490000
Hatchback,Ek,2015,660,Automatic,Petrol,30000,2650000
Hatchback,Wagon,2019,660,Automatic,Hybrid,18500,3700000
Crossover,Raize,2020,996,Automatic,Petrol,43000,6100000
Hatchback,Vitz,2017,996,Automatic,Petrol,41000,3650000
Crossover,Vezel,2018,1500,Automatic,Petrol,20,10200000
Hatchback,Alto,2019,660,Automatic,Petrol,35000,3750000
Hatchback,Wagon,2020,660,Automatic,Hybrid,8100,4350000
Hatchback,Passo,2021,1000,Automatic,Petrol,57195,4280000
Hatchback,Passo,2021,1000,Automatic,Petrol,13000,4700000
Sedan,Insight,2020,1500,Automatic,Hybrid,19000,14500000
Hatchback,Alto,2019,660,Manual,Petrol,52000,2200000
Mini Van,Note,2019,1198,Automatic,Hybrid,97000,5800000
Hatchback,EK,2016,660,Automatic,Petrol,112000,2500000
Station Wagon,Corolla,2015,1500,Automatic,Hybrid,170000,4650000
Hatchback,Ek,2019,660,Automatic,Petrol,19000,3150000
Van,Sienta,2016,1500,Automatic,Hybrid,112671,5700000
Hatchback,Mira,2018,660,Automatic,Petrol,76000,3400000
SUV,Land,2018,4600,Automatic,Petrol,14000,56500000
Sedan,Corolla,2015,1500,Automatic,Petrol,85000,4975000
Hatchback,Prius,2020,1800,Automatic,Hybrid,21000,13800000
SUV,Land,2016,4608,Automatic,Petrol,23000,49000000
Van,Sienta,2017,1500,Automatic,Hybrid,148000,5800000
Hatchback,Note,2017,1198,Automatic,Hybrid,63000,5950000
Mini Van,Hijet,2016,660,Automatic,Petrol,125000,2300000
SUV,Land,2019,4600,Automatic,Petrol,4288,65000000
Crossover,Vezel,2018,1500,Automatic,Petrol,112000,7900000
Crossover,HS,2021,1500,Automatic,Petrol,45000,6950000
MPV,BR-V,2019,1500,Automatic,Petrol,85000,4500000
Crossover,Vezel,2016,1500,Automatic,Hybrid,116158,6000000
MPV,Grand,2019,3342,Automatic,Petrol,70000,8900000
Hatchback,Note,2020,1200,Automatic,Hybrid,30000,5800000
Mini Van,Hijet,2015,660,Automatic,Petrol,1000,1350000
Hatchback,Passo,2019,1000,Automatic,Petrol,88000,3850000
Hatchback,Move,2017,660,Automatic,Petrol,28000,3700000
Hatchback,Vitz,2017,1000,Automatic,Petrol,67000,3800000
